grant_id,status,reinstated,org_name,org_state,award_type,nsf_total_budget,nsf_obligated,remaining_budget_impact,in_cruz_list,flagged_word_count,flagged_words_found,has_flagged_words
2210844,❌ Terminated,False,Northwestern University at Chicago,IL,Standard Grant,200611,200611,144419.04,True,11,"['equitable', 'equity', 'inclusion', 'inclusive', 'inclusive', 'marginalized', 'marginalized', 'marginalized', 'marginalized', 'marginalized', 'underrepresented']",True
2211383,❌ Terminated,False,Harvard University,MA,Standard Grant,240000,240000,171087.45,False,0,[],False
2212146,❌ Terminated,False,Regents of the University of Michigan - Ann Arbor,MI,Standard Grant,666555,666555,0.0,True,7,"['diverse', 'diverse', 'diversity', 'equity', 'women', 'inclusion', 'underrepresented']",True
2212690,❌ Terminated,False,University of Cincinnati Main Campus,OH,Standard Grant,249303,249303,0.0,True,13,"['barriers', 'diversity', 'equity', 'equity', 'excluded', 'inclusion', 'trauma', 'trauma', 'trauma', 'trauma', 'trauma', 'underserved', 'underserved']",True
2212807,❌ Terminated,False,American Association of Physics Teachers,MD,Standard Grant,2922997,2922997,2371334.0,False,8,"['diverse', 'diversity', 'diversity', 'diversity', 'equity', 'inclusion', 'inclusive', 'sustainable']",True
2213870,❌ Terminated,False,University of Denver,CO,Standard Grant,254374,254374,0.0,True,2,"['bias', 'discrimination']",True
2214011,❌ Terminated,False,University of Hawaii,HI,Continuing Grant,245626,245626,0.0,True,2,"['bias', 'discrimination']",True
2214216,🔄 Possibly Reinstated,True,Rensselaer Polytechnic Institute,NY,Standard Grant,336644,336644,0.179999999993015,False,1,['climate'],True
2214217,🔄 Possibly Reinstated,True,CUNY City College,NY,Standard Grant,328068,328068,45547.70000000001,False,1,['climate'],True
2214387,❌ Terminated,False,Emory University,GA,Continuing Grant,135695,135695,67658.56,True,1,['diverse'],True
2214455,❌ Terminated,False,Eastern Michigan University,MI,Continuing Grant,164421,164421,0.0,True,1,['diverse'],True
2214482,❌ Terminated,False,San Diego State University Foundation,CA,Continuing Grant,143958,143958,35975.92999999999,True,1,['diverse'],True
2214740,❌ Terminated,False,Clemson University,SC,Continuing Grant,1916958,1739515,888725.23,True,2,"['advocate', 'social justice']",True
2215050,❌ Terminated,False,Harvard University,MA,Standard Grant,950262,950262,0.0,False,7,"['diverse', 'diverse', 'diversity', 'minority', 'underrepresented', 'underrepresented', 'underrepresented']",True
2215153,❌ Terminated,False,Indiana University,IN,Continuing Grant,499819,499819,0.0,True,2,"['bias', 'bias']",True
2215236,🔄 Possibly Reinstated,True,University of California-Davis,CA,Continuing Grant,500000,500000,47792.080000000016,True,7,"['bias', 'bias', 'bias', 'bias', 'bias', 'discrimination', 'discrimination']",True
2215554,❌ Terminated,False,Pacific Resources for Education and Learning,HI,Continuing Grant,2584633,2683413,1327413.0,False,5,"['advocate', 'minorities', 'underrepresented', 'underrepresented', 'climate']",True
2215613,❌ Terminated,False,Pepperdine University,CA,Standard Grant,2000000,2000000,1408827.51,True,3,"['ethnicity', 'gender', 'gender']",True
2215696,🔄 Possibly Reinstated,True,California State University-Dominguez Hills Foundation,CA,Standard Grant,250134,250134,79837.2904109589,True,3,"['culturally responsive', 'culturally responsive', 'marginalized']",True
2216066,❌ Terminated,False,Harvard University,MA,Standard Grant,300735,300735,0.0,False,0,[],False
2216268,❌ Terminated,False,Weber State University,UT,Standard Grant,297407,297407,113141.46,True,5,"['advocacy', 'diverse', 'ethnicity', 'excluded', 'climate']",True
2216286,❌ Terminated,False,Ivy Tech Community College of Indiana,IN,Standard Grant,238327,238327,83455.13,True,21,"['advocate', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'gender', 'gender', 'underrepresented', 'underrepresented']",True
2216540,❌ Terminated,False,Pennsylvania State Univ University Park,PA,Standard Grant,296804,296804,0.0,False,13,"['diverse', 'diverse', 'diversity', 'ethnicity', 'women', 'inclusion', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'underrepresented']",True
2216561,❌ Terminated,False,University of Colorado at Boulder,CO,Continuing Grant,3599771,3645298,162831.04000000004,True,20,"['diversity', 'diversity', 'equity', 'ethnicity', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'gender', 'gender', 'inclusion', 'inclusive', 'inclusive', 'inclusive']",True
2216704,❌ Terminated,False,Northern Arizona University,AZ,Standard Grant,2998230,2998230,1502101.9,True,12,"['diverse', 'diverse', 'diversify', 'underserved', 'underrepresented', 'climate', 'climate', 'climate', 'climate', 'climate', 'climate', 'climate']",True
2216721,❌ Terminated,False,Los Angeles County Museum of Natural History Foundation,CA,Standard Grant,2982873,2982873,1579782.1,True,4,"['diverse', 'diversity', 'equity', 'inclusion']",True
2216872,❌ Terminated,False,Georgia Gwinnett College,GA,Standard Grant,300000,300000,27603.030000000028,False,25,"['barriers', 'barriers', 'barriers', 'diverse', 'diverse', 'diverse', 'diverse', 'diversity', 'equitable', 'equitable', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'excluded', 'excluded', 'women', 'women', 'gender', 'minority', 'climate']",True
2217227,❌ Terminated,False,University of Texas at Austin,TX,Cooperative Agreement,1500002,900002,821700.96,False,13,"['diversity', 'diversifying', 'inclusion', 'inclusion', 'inclusive', 'marginalized', 'minority', 'social justice', 'social justice', 'social justice', 'underrepresented', 'underrepresented', 'sustainable']",True
2217242,❌ Terminated,False,Chaminade University of Honolulu,HI,Cooperative Agreement,8462013,5763558,6426068.77,False,13,"['diversity', 'diversifying', 'inclusion', 'inclusion', 'inclusive', 'marginalized', 'minority', 'social justice', 'social justice', 'social justice', 'underrepresented', 'underrepresented', 'sustainable']",True
2217477,❌ Terminated,False,University of Florida,FL,Standard Grant,799994,799994,470033.22,True,16,"['advocacy', 'advocacy', 'advocacy', 'advocacy', 'advocacy', 'advocacy', 'advocacy', 'diverse', 'equitable', 'equitable', 'equity', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'marginalized']",True
2217545,❌ Terminated,False,Regents of the University of Michigan - Ann Arbor,MI,Standard Grant,1199904,1199904,0.0,False,21,"['barriers', 'diverse', 'diversity', 'equitable', 'equitable', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'inclusion', 'inclusion', 'inclusion', 'inclusive', 'inclusive', 'inclusive', 'climate']",True
2217680,❌ Terminated,False,Harvard University,MA,Standard Grant,249681,249681,0.0,False,0,[],False
2217681,❌ Terminated,False,Boise State University,ID,Standard Grant,99808,99808,0.0,True,3,"['inclusive', 'underserved', 'underserved']",True
2217703,❌ Terminated,False,Jackson State University,MS,Standard Grant,159865,159865,0.0,False,21,"['culturally responsive', 'diversity', 'women', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'minorities', 'minority', 'minority', 'minority', 'minority', 'minority', 'minority', 'minority', 'underrepresented']",True
2217706,❌ Terminated,False,Arizona State University,AZ,Standard Grant,748809,748809,365018.0,True,11,"['bias', 'bias', 'bias', 'bias', 'bias', 'bias', 'bias', 'biased', 'diversity', 'equity', 'inclusion']",True
2217708,❌ Terminated,False,North Carolina Agricultural & Technical State University,NC,Standard Grant,165305,165305,119054.9,True,21,"['culturally responsive', 'diversity', 'women', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'minorities', 'minority', 'minority', 'minority', 'minority', 'minority', 'minority', 'minority', 'underrepresented']",True
2217718,❌ Terminated,False,Morgan State University,MD,Standard Grant,430000,430000,312072.95,True,21,"['culturally responsive', 'diversity', 'women', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'minorities', 'minority', 'minority', 'minority', 'minority', 'minority', 'minority', 'minority', 'underrepresented']",True
2217722,❌ Terminated,False,Harvard University,MA,Standard Grant,250000,250000,271.60999999998603,False,0,[],False
2217732,❌ Terminated,False,ZIKER ENTERPRISES LLC,CA,Standard Grant,50000,50000,20000.0,True,21,"['culturally responsive', 'diversity', 'women', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'inclusive', 'minorities', 'minority', 'minority', 'minority', 'minority', 'minority', 'minority', 'minority', 'underrepresented']",True
2217741,❌ Terminated,False,University of Texas at Austin,TX,Standard Grant,1193572,1193572,75869.32000000007,True,13,"['diverse', 'diversity', 'equitable', 'equity', 'equity', 'equity', 'equity', 'equity', 'inclusion', 'inclusion', 'inclusion', 'inclusive', 'minority']",True
2217745,❌ Terminated,False,Georgia Tech Research Corporation,GA,Standard Grant,799882,799882,598220.24,True,11,"['advocate', 'diversity', 'diversify', 'equity', 'women', 'inclusive', 'minority', 'minority', 'minority', 'underrepresented', 'underrepresented']",True
2217770,❌ Terminated,False,Trustees of Boston University,MA,Standard Grant,550000,672287,0.0,False,0,[],False
2217780,❌ Terminated,False,The University of Texas Rio Grande Valley,TX,Standard Grant,1199998,1199998,0.0,True,5,"['equity', 'equity', 'equity', 'inclusion', 'inclusive']",True
2218100,❌ Terminated,False,University of South Florida,FL,Standard Grant,255134,255134,137072.97999999998,True,7,"['women', 'women', 'women', 'women', 'women', 'women', 'underrepresented']",True
2218101,❌ Terminated,False,University of Florida,FL,Standard Grant,219800,219800,47435.140000000014,True,7,"['women', 'women', 'women', 'women', 'women', 'women', 'underrepresented']",True
2218427,❌ Terminated,False,Harvard University,MA,Standard Grant,633223,633223,0.0,False,0,[],False
2218460,❌ Terminated,False,Harvard University,MA,Standard Grant,217224,217224,22488.369999999995,False,0,[],False
2218504,❌ Terminated,False,"The Geological Society of America, Inc.",CO,Standard Grant,128930,128930,75441.44,False,10,"['diverse', 'diversity', 'diversity', 'equity', 'inclusive', 'inclusive', 'inclusive', 'minorities', 'underrepresented', 'underrepresented']",True
2218544,❌ Terminated,False,Arizona State University,AZ,Standard Grant,1827627,1827627,1376781.27,True,10,"['diverse', 'diversity', 'diversity', 'equity', 'inclusive', 'inclusive', 'inclusive', 'minorities', 'underrepresented', 'underrepresented']",True
2218547,❌ Terminated,False,University of Colorado at Boulder,CO,Standard Grant,528702,528702,396590.86,True,10,"['diverse', 'diversity', 'diversity', 'equity', 'inclusive', 'inclusive', 'inclusive', 'minorities', 'underrepresented', 'underrepresented']",True
2218553,❌ Terminated,False,SUNY at Stony Brook,NY,Standard Grant,465888,465888,128668.43,False,2,"['minority', 'minority']",True
2218803,❌ Terminated,False,Harvard University,MA,Standard Grant,860000,872400,238362.33999999997,False,0,[],False
2218904,❌ Terminated,False,Indigenous Education Institute,WA,Standard Grant,419774,419774,100.0,True,2,"['barriers', 'climate']",True
2219069,❌ Terminated,False,Harvard University,MA,Standard Grant,299883,299883,5621.299999999988,False,5,"['diversity', 'diversity', 'diversity', 'inclusive', 'underrepresented']",True
2219389,❌ Terminated,False,New York University,NY,Standard Grant,500000,615800,0.0,True,8,"['barriers', 'culturally responsive', 'culturally responsive', 'culturally responsive', 'culturally responsive', 'disabilities', 'equitable', 'underrepresented']",True
2219604,❌ Terminated,False,University of Wisconsin-Madison,WI,Standard Grant,576061,576061,321054.37,False,1,['inclusive'],True
2220322,❌ Terminated,False,Carnegie-Mellon University,PA,Continuing Grant,997128,1196064,459662.43999999994,True,4,"['diverse', 'equity', 'underrepresented', 'underrepresented']",True
2220446,❌ Terminated,False,Harvard University,MA,Continuing Grant,2085318,2530198,637661.8,False,1,['underrepresented'],True
2220535,❌ Terminated,False,University of Alabama Tuscaloosa,AL,Standard Grant,171258,171258,0.0,True,7,"['diverse', 'diverse', 'diversity', 'equity', 'inclusion', 'minority', 'underrepresented']",True
2220536,❌ Terminated,False,North Carolina State University,NC,Standard Grant,147018,147018,85162.95999999999,True,7,"['diverse', 'diverse', 'diversity', 'equity', 'inclusion', 'minority', 'underrepresented']",True
2220631,🔄 Possibly Reinstated,True,University of California-Santa Cruz,CA,Standard Grant,399994,399994,47853.16347031965,False,12,"['diversity', 'diversity', 'equitable', 'equitable', 'equitable', 'equitable', 'equity', 'equity', 'equity', 'inclusion', 'inclusion', 'inclusion']",True
2220703,❌ Terminated,False,Harvard University,MA,Continuing Grant,560000,420000,140000.0,False,0,[],False
2220724,🔄 Possibly Reinstated,True,University of California-Santa Barbara,CA,Standard Grant,373108,373108,148080.89,True,5,"['discrimination', 'discrimination', 'discrimination', 'discrimination', 'underrepresented']",True
2220747,❌ Terminated,False,Harvard University,MA,Continuing Grant,1700000,1275000,0.0,False,3,"['diverse', 'diversity', 'diversity']",True
2221556,❌ Terminated,False,SUNY at Buffalo,NY,Standard Grant,1489993,1489993,0.0,False,2,"['inclusive', 'underrepresented']",True
2221587,❌ Terminated,False,Drexel University,PA,Standard Grant,1496929,1496929,1062220.33,False,17,"['barriers', 'barriers', 'diverse', 'diversity', 'diversity', 'equitable', 'female', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'minorities', 'underserved', 'underrepresented']",True
2221715,❌ Terminated,False,Harvard University,MA,Standard Grant,360000,360000,0.0,False,0,[],False
2221894,❌ Terminated,False,University of North Texas,TX,Standard Grant,158068,158068,95944.96,True,3,"['diverse', 'minority', 'minority']",True
2221922,❌ Terminated,False,Indiana University,IN,Standard Grant,95327,95327,42620.45,True,3,"['diverse', 'minority', 'minority']",True
2221994,❌ Terminated,False,Claremont Graduate University,CA,Standard Grant,157291,157291,104864.13,True,4,"['disabilities', 'diverse', 'women', 'underrepresented']",True
2221996,❌ Terminated,False,Texas Tech University,TX,Standard Grant,208818,208818,0.0,True,4,"['disabilities', 'diverse', 'women', 'underrepresented']",True
2222018,❌ Terminated,False,University of Arizona,AZ,Continuing Grant,1249799,1250671,0.0,False,12,"['culturally responsive', 'culturally responsive', 'diverse', 'diverse', 'diversity', 'diversity', 'diversify', 'equitable', 'equitable', 'equity', 'equity', 'inclusive']",True
2222147,❌ Terminated,False,SUNY College of Environmental Science and Forestry,NY,Standard Grant,128764,128764,76629.64,True,4,"['diverse', 'diverse', 'inclusive', 'sustainable']",True
2222278,🔄 Possibly Reinstated,True,University of California-Irvine,CA,Continuing Grant,300000,300000,37532.67999999999,True,3,"['diverse', 'diversity', 'marginalized']",True
2222427,❌ Terminated,False,Spelman College,GA,Standard Grant,231736,231736,78345.18,True,5,"['activism', 'women', 'inclusion', 'minority', 'underrepresented']",True
2222452,❌ Terminated,False,CUNY John Jay College of Criminal Justice,NY,Standard Grant,221000,221000,73649.47,True,13,"['discrimination', 'diverse', 'ethnicity', 'ethnicity', 'gender', 'gender', 'gender', 'gender', 'gender', 'gender', 'gender', 'gender', 'gender']",True
2222453,❌ Terminated,False,Indiana University,IN,Standard Grant,241615,241615,109973.25,True,13,"['discrimination', 'diverse', 'ethnicity', 'ethnicity', 'gender', 'gender', 'gender', 'gender', 'gender', 'gender', 'gender', 'gender', 'gender']",True
2222847,❌ Terminated,False,University of New Orleans,LA,Standard Grant,1185499,1185499,539962.52,False,32,"['barriers', 'barriers', 'diverse', 'diverse', 'diverse', 'diverse', 'diversity', 'diversity', 'diversity', 'diversity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'female', 'women', 'women', 'women', 'inclusion', 'inclusion', 'inclusive', 'inclusive', 'minority', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented']",True
2223880,❌ Terminated,False,Harvard University,MA,Standard Grant,232968,232968,13930.920000000013,False,2,"['diversity', 'diversity']",True
2224247,❌ Terminated,False,TERC Inc,MA,Continuing Grant,969616,969616,606816.0,True,14,"['barriers', 'discrimination', 'diversity', 'equitable', 'equitable', 'equitable', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'sustainable']",True
2224296,❌ Terminated,False,San Jose State University Foundation,CA,Continuing Grant,1403600,1127264,0.0,False,7,"['advocacy', 'advocacy', 'diversity', 'equity', 'equity', 'equity', 'equity']",True
2224509,❌ Terminated,False,Hampton University,VA,Continuing Grant,1230157,767261,988679.76,False,14,"['culturally responsive', 'culturally responsive', 'diverse', 'diverse', 'diverse', 'diversity', 'equitable', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'marginalized']",True
2224565,❌ Terminated,False,University of North Carolina Greensboro,NC,Standard Grant,450000,458000,216340.77,False,1,['diverse'],True
2224571,❌ Terminated,False,BLACK IN MARINE SCIENCE,WA,Continuing Grant,1769671,1039378,0.0,False,14,"['culturally responsive', 'culturally responsive', 'diverse', 'diverse', 'diverse', 'diversity', 'equitable', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'marginalized']",True
2224594,❌ Terminated,False,University of Washington,WA,Standard Grant,1106513,1106513,923758.71,True,9,"['diversity', 'diversity', 'diversity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity']",True
2224595,❌ Terminated,False,Trustees of Boston University,MA,Standard Grant,666618,666618,450648.91,False,9,"['diversity', 'diversity', 'diversity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity']",True
2224615,❌ Terminated,False,"Teachers College, Columbia University",NY,Standard Grant,1300000,1300000,909902.0,False,11,"['culturally responsive', 'diversity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'inclusive', 'underserved', 'underserved']",True
2224946,❌ Terminated,False,Michigan State University,MI,Standard Grant,300259,300259,300259.0,False,7,"['diverse', 'diversity', 'diversity', 'diversity', 'diversity', 'equitable', 'marginalized']",True
2225180,❌ Terminated,False,Nova Southeastern University,FL,Standard Grant,499982,599827,154953.40999999997,False,13,"['diverse', 'diverse', 'diverse', 'diverse', 'diversity', 'equity', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented']",True
2225199,❌ Terminated,False,University of Texas at San Antonio,TX,Continuing Grant,3000000,2088386,0.0,False,8,"['diversity', 'diversity', 'equity', 'equity', 'equity', 'inclusion', 'minorities', 'underrepresented']",True
2225208,❌ Terminated,False,The University of Central Florida Board of Trustees,FL,Standard Grant,500000,500000,175590.05,False,0,[],False
2225238,🔄 Possibly Reinstated,True,University of California-Santa Barbara,CA,Continuing Grant,3000000,1716249,1376587.520706792,False,8,"['diverse', 'diversity', 'equitable', 'equitable', 'equitable', 'equity', 'inclusion', 'underrepresented']",True
2225246,❌ Terminated,False,University of Houston,TX,Standard Grant,499060,525610,231933.77,False,6,"['diversity', 'minority', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented']",True
2225247,❌ Terminated,False,The University of Texas Rio Grande Valley,TX,Standard Grant,499998,499998,227868.12,False,8,"['diverse', 'female', 'minorities', 'minority', 'minority', 'underrepresented', 'underrepresented', 'underrepresented']",True
2225314,❌ Terminated,False,Virginia Polytechnic Institute and State University,VA,Standard Grant,336869,336869,0.0,False,9,"['barriers', 'barriers', 'female', 'female', 'female', 'women', 'women', 'gender', 'gender']",True
2225362,❌ Terminated,False,"University of Maryland, College Park",MD,Standard Grant,998969,998969,288257.95999999996,True,4,"['diversity', 'equity', 'underserved', 'underrepresented']",True
2225399,❌ Terminated,False,University of New Mexico,NM,Standard Grant,350000,350000,263494.51,False,4,"['barriers', 'diverse', 'diversity', 'minority']",True
2225542,❌ Terminated,False,San Antonio College,TX,Standard Grant,181800,181800,0.0,False,0,[],False
2225832,❌ Terminated,False,HudsonAlpha Institute for Biotechnology,AL,Standard Grant,998656,998656,0.0,False,11,"['diverse', 'diverse', 'diversity', 'diversity', 'diversity', 'minorities', 'minority', 'minority', 'underrepresented', 'underrepresented', 'underrepresented']",True
2226087,❌ Terminated,False,University of Southern California,CA,Standard Grant,500000,500000,0.0,False,2,"['women', 'underrepresented']",True
2226708,❌ Terminated,False,Texas A&M Engineering Experiment Station,TX,Standard Grant,297876,297876,0.0,False,19,"['barrier', 'disability', 'diverse', 'diverse', 'diversity', 'diversity', 'diversity', 'women', 'women', 'gender', 'inclusion', 'inclusive', 'inclusive', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented', 'climate', 'sustainable']",True
2227624,❌ Terminated,False,University of Texas at Austin,TX,Standard Grant,21950,21950,4460.279999999999,False,2,"['diverse', 'underrepresented']",True
2227705,🔄 Possibly Reinstated,True,University of California-Berkeley,CA,Standard Grant,50000,50000,12299.82,False,7,"['female', 'female', 'women', 'women', 'women', 'women', 'women']",True
2227918,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Standard Grant,128127,128127,113259.69,True,8,"['advocacy', 'advocacy', 'women', 'women', 'women', 'social justice', 'climate', 'climate']",True
2227964,❌ Terminated,False,Harvard University,MA,Continuing Grant,326200,302900,0.0,False,1,['biased'],True
2228064,❌ Terminated,False,University of Alaska Fairbanks Campus,AK,Standard Grant,300000,300000,171939.01,True,10,"['diverse', 'diversity', 'equity', 'equity', 'inclusion', 'inclusive', 'underrepresented', 'climate', 'climate', 'climate']",True
2228135,🔄 Possibly Reinstated,True,University of California - Merced,CA,Standard Grant,81304,81304,8984.358862144421,True,8,"['advocacy', 'advocacy', 'women', 'women', 'women', 'social justice', 'climate', 'climate']",True
2228162,🔄 Possibly Reinstated,True,University of California-Davis,CA,Standard Grant,89482,89482,9888.054704595184,True,8,"['advocacy', 'advocacy', 'women', 'women', 'women', 'social justice', 'climate', 'climate']",True
2228198,🔄 Possibly Reinstated,True,University of California-Los Angeles,CA,Continuing Grant,7490708,5991011,3408355.2,False,13,"['diverse', 'diverse', 'diverse', 'diverse', 'diversity', 'equitable', 'equitable', 'equity', 'equity', 'excluded', 'inclusion', 'minority', 'sustainable']",True
2228205,❌ Terminated,False,University of Texas at Austin,TX,Continuing Grant,7057285,5558674,5420855.83,True,9,"['inclusive', 'underserved', 'underserved', 'underserved', 'underserved', 'underserved', 'underserved', 'climate', 'climate']",True
2228359,❌ Terminated,False,Harvard University,MA,Standard Grant,718313,718313,362202.72,False,2,"['climate', 'climate']",True
2229008,❌ Terminated,False,Texas Christian University,TX,Standard Grant,299975,299975,18520.330000000016,True,31,"['barriers', 'barriers', 'barriers', 'barriers', 'barriers', 'diverse', 'diverse', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'female', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'women', 'gender', 'gender', 'inclusion', 'climate']",True
2230083,❌ Terminated,False,Kent State University,OH,Standard Grant,199786,199786,5562.170000000013,False,0,[],False
2230494,❌ Terminated,False,SUNY at Buffalo,NY,Cooperative Agreement,5000000,5000000,257492.9500000002,False,0,[],False
2230615,❌ Terminated,False,University of Pennsylvania,PA,Standard Grant,1485510,1485510,966605.87,True,12,"['diverse', 'gender', 'marginalized', 'climate', 'climate', 'climate', 'climate', 'climate', 'climate', 'climate', 'climate', 'climate']",True
2230616,❌ Terminated,False,University of Washington,WA,Cooperative Agreement,5000000,5000000,524554.1200000001,True,5,"['bipoc', 'diverse', 'underserved', 'underserved', 'underserved']",True
2230692,❌ Terminated,False,University of Wisconsin-Madison,WI,Cooperative Agreement,5000000,5000000,71318.66999999993,False,0,[],False
2230723,❌ Terminated,False,Clark University,MA,Standard Grant,1499365,1499365,849730.1,True,20,"['diverse', 'diverse', 'diverse', 'diverse', 'social justice', 'underrepresented', 'climate', 'climate', 'climate', 'climate', 'climate', 'climate', 'climate', 'climate', 'climate', 'climate', 'climate', 'climate', 'climate', 'sustainable']",True
2230887,❌ Terminated,False,Louisiana Tech University,LA,Standard Grant,197022,197022,37761.95999999999,False,21,"['diverse', 'diverse', 'diverse', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'underrepresented']",True
2231202,❌ Terminated,False,University of South Florida,FL,Standard Grant,49906,49906,0.0,True,5,"['barriers', 'diversity', 'equity', 'inclusion', 'underrepresented']",True
2231707,❌ Terminated,False,Harvard University,MA,Standard Grant,250000,250000,17891.859999999986,False,0,[],False
2231729,❌ Terminated,False,Tulane University,LA,Continuing Grant,483302,384681,0.0,True,7,"['advocacy', 'barriers', 'minority', 'minority', 'minority', 'minority', 'underrepresented']",True
2231959,❌ Terminated,False,Arizona State University,AZ,Standard Grant,181501,79243,102258.0,False,4,"['diverse', 'gender', 'gender', 'underrepresented']",True
2233205,❌ Terminated,False,Colorado State University,CO,Standard Grant,100000,100000,62142.04,True,6,"['diverse', 'diversity', 'inclusive', 'minority', 'minority', 'underrepresented']",True
2233342,❌ Terminated,False,University of Nebraska-Lincoln,NE,Standard Grant,211435,211435,163551.37,True,21,"['diverse', 'diverse', 'diversity', 'diversity', 'diversity', 'diversity', 'equity', 'excluded', 'excluded', 'excluded', 'excluded', 'excluded', 'inclusion', 'inclusion', 'inclusive', 'inclusive', 'marginalized', 'marginalized', 'marginalized', 'marginalized', 'minority']",True
2233343,❌ Terminated,False,Virginia Polytechnic Institute and State University,VA,Standard Grant,288563,288563,52908.880000000005,True,21,"['diverse', 'diverse', 'diversity', 'diversity', 'diversity', 'diversity', 'equity', 'excluded', 'excluded', 'excluded', 'excluded', 'excluded', 'inclusion', 'inclusion', 'inclusive', 'inclusive', 'marginalized', 'marginalized', 'marginalized', 'marginalized', 'minority']",True
2233509,❌ Terminated,False,American Society For Microbiology,DC,Standard Grant,499985,499985,95011.2,True,7,"['diversity', 'diversity', 'equity', 'equity', 'inclusion', 'inclusive', 'underrepresented']",True
2233701,❌ Terminated,False,University of The Virgin Islands,VI,Standard Grant,91246,91246,61334.240000000005,True,9,"['diverse', 'diverse', 'diversity', 'equity', 'inclusion', 'inclusive', 'inclusive', 'underrepresented', 'underrepresented']",True
2233702,❌ Terminated,False,California State University-Long Beach Foundation,CA,Standard Grant,31867,31867,21788.71,True,9,"['diverse', 'diverse', 'diversity', 'equity', 'inclusion', 'inclusive', 'inclusive', 'underrepresented', 'underrepresented']",True
2233703,❌ Terminated,False,University of Southern Mississippi,MS,Standard Grant,12121,12121,12121.0,True,9,"['diverse', 'diverse', 'diversity', 'equity', 'inclusion', 'inclusive', 'inclusive', 'underrepresented', 'underrepresented']",True
2233707,❌ Terminated,False,BLACK IN MARINE SCIENCE,WA,Standard Grant,1997452,1997452,0.0,True,6,"['barriers', 'diversity', 'diversity', 'diversity', 'diversity', 'excluded']",True
2233788,❌ Terminated,False,SUNY College at Oneonta,NY,Standard Grant,88281,88281,55812.19,True,30,"['barriers', 'diverse', 'diverse', 'diverse', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'inclusion', 'inclusion', 'inclusion', 'inclusion', 'inclusion', 'minority', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented', 'climate']",True
2233789,❌ Terminated,False,Clemson University,SC,Standard Grant,584724,584724,432651.29,True,30,"['barriers', 'diverse', 'diverse', 'diverse', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'inclusion', 'inclusion', 'inclusion', 'inclusion', 'inclusion', 'minority', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented', 'climate']",True
2233790,❌ Terminated,False,University of Wisconsin-Madison,WI,Standard Grant,122673,122673,83020.42,True,30,"['barriers', 'diverse', 'diverse', 'diverse', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'diversity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'equity', 'inclusion', 'inclusion', 'inclusion', 'inclusion', 'inclusion', 'minority', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented', 'underrepresented', 'climate']",True
